drug1_db,drug2_db,Drug12,gene1,gene2,gene12
DB00441,DB08877,990,"['RRM1', 'TYMS', 'CMPK1']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01241,DB08877,991,"['PPARA', 'CYP2C8', 'CYP2C9']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01645,DB08877,992,"['MGAM', 'AOX1', 'ESRRB', 'EGFR', 'PTK2B', 'ABCG2', 'NCOA2', 'HSD17B3', 'TOP2A', 'HSD17B1', 'ESRRA', 'NCOA1', 'ESR1', 'ESR2', 'PRKCA', 'MAPK14']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",['ABL1']
DB01120,DB08877,993,"['VEGFA', 'ABCC8']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00222,DB08877,994,"['KCNJ1', 'KCNJ11', 'ABCC8']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB01067,DB08877,995,"['ABCC8', 'CYP3A4', 'PPARG']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00674,DB08877,996,"['ACHE', 'CHRNB2', 'CHRNA9', 'CHRNA2', 'BCHE', 'CHRNA5', 'CHRNB4', 'CHRNA4', 'CHRNA7', 'CHRNA3']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00483,DB08877,997,"['CHRM1', 'ACHE', 'CHRM2', 'CHRNA2']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB02424,DB08877,998,"['HSP90AA1', 'HSP90AB1']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB06743,DB08877,999,['GLRA2'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00889,DB08877,1000,"['SLC22A2', 'HTR3B', 'HTR3A', 'KCNH2']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB07995,DB08877,1001,"['HASPIN', 'PRKG1', 'AKT3', 'PKIA', 'PRKCA', 'PRKACA', 'AKT1', 'AKT2', 'RPS6KB1', 'MYLK3']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'IRAK1']","['ROCK2', 'CSNK2A1', 'CSNK1A1', 'RPS6KA5', 'CAMK2B']"
DB01218,DB08877,1002,['KCNH2'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00502,DB08877,1003,"['ADRB2', 'HTR2B', 'GRIN2B', 'HTR1A', 'HTR1D', 'HTR2A', 'ABCB1', 'HRH1', 'EBP', 'HTR1F', 'DRD1', 'HTR7', 'SLC6A4', 'DRD5', 'KCNH2', 'HTR2C', 'ADRA2A', 'HTR1E', 'SIGMAR1', 'DRD4', 'ADRA2C', 'DRD3', 'DRD2', 'HTR1B', 'HTR6', 'ADRA1A', 'TBXA2R']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
